G_tag,I_tag,M_tag,cluster_id,estimate,formula,g,molType,mz_L,mz_R,q,tot_estimate_tmp,tot_intensity_tmp
G238,I268,M27,4,-1.15908560353e-10,C50H75N15O10,1,c8,1047.54,1047.63,1,1088.30913101,877.0
G276,I328,M32,5,38.1954673905,C52H78N16O11,1,c9,1107.57,1107.65,1,66.5302506549,103.4
G276,I329,M32,5,1.05212850155,C52H78N16O11,1,c9,1107.57,1107.65,1,66.5302506549,103.4
G274,I322,M32,5,739.098414344,C52H78N16O11,1,c9,1104.56,1104.65,1,2339.70307803,2363.0
G277,I323,M32,5,43.2259989849,C52H78N16O11,1,c9,1105.57,1105.65,1,1023.12252752,828.1
G278,I326,M32,5,139.214157846,C52H78N16O11,1,c9,1106.57,1106.65,1,300.383793181,761.8
G276,I327,M32,5,1.64981285355,C52H78N16O11,1,c9,1107.57,1107.65,1,66.5302506549,103.4
G277,I324,M32,5,428.916926562,C52H78N16O11,1,c9,1105.57,1105.65,1,1023.12252752,828.1
G278,I325,M32,5,25.879960402,C52H78N16O11,1,c9,1106.57,1106.65,1,300.383793181,761.8
G279,I334,M32,5,0.775569652267,C52H78N16O11,1,c9,1109.57,1109.66,1,0.775569652267,0.0
G280,I331,M32,5,4.60213034653,C52H78N16O11,1,c9,1108.57,1108.65,1,4.60213034653,0.0
G285,I330,M32,5,0.186887592056,C52H78N16O11,1,c9,1108.57,1108.65,1,0.186887592056,0.0
G281,I333,M32,5,0.319738633419,C52H78N16O11,1,c9,1109.57,1109.66,1,0.319738633419,0.0
G282,I332,M32,5,3.02162721742,C52H78N16O11,1,c9,1108.57,1108.65,1,3.02162721742,0.0
G284,I321,M31,5,2.48901015836,C52H78N16O11,0,c9,1108.57,1108.65,1,2.48901015836,0.0
G275,I309,M31,5,2371.96421489,C52H78N16O11,0,c9,1103.56,1103.65,1,2616.11430933,2631.0
G276,I319,M31,5,9.69720877677,C52H78N16O11,0,c9,1107.57,1107.65,1,66.5302506549,103.4
G276,I318,M31,5,14.7694654492,C52H78N16O11,0,c9,1107.57,1107.65,1,66.5302506549,103.4
G276,I317,M31,5,0.599772198074,C52H78N16O11,0,c9,1107.57,1107.65,1,66.5302506549,103.4
G278,I316,M31,5,3.37656137087,C52H78N16O11,0,c9,1106.57,1106.65,1,300.383793181,761.8
G278,I315,M31,5,122.579456352,C52H78N16O11,0,c9,1106.57,1106.65,1,300.383793181,761.8
G278,I314,M31,5,5.29469008991,C52H78N16O11,0,c9,1106.57,1106.65,1,300.383793181,761.8
G277,I313,M31,5,446.775414758,C52H78N16O11,0,c9,1105.57,1105.65,1,1023.12252752,828.1
G277,I312,M31,5,83.0557051199,C52H78N16O11,0,c9,1105.57,1105.65,1,1023.12252752,828.1
G274,I311,M31,5,1376.50897529,C52H78N16O11,0,c9,1104.56,1104.65,1,2339.70307803,2363.0
G274,I310,M31,5,138.723775827,C52H78N16O11,0,c9,1104.56,1104.65,1,2339.70307803,2363.0
G283,I320,M31,5,1.02612667254,C52H78N16O11,0,c9,1108.57,1108.65,1,1.02612667254,0.0
G276,I308,M30,5,0.401055260171,C52H78N16O11,-1,c9,1107.57,1107.65,1,66.5302506549,103.4
G278,I304,M30,5,0.0966415481005,C52H78N16O11,-1,c9,1106.57,1106.65,1,300.383793181,761.8
G278,I305,M30,5,2.3798102183,C52H78N16O11,-1,c9,1106.57,1106.65,1,300.383793181,761.8
G278,I306,M30,5,1.56251535408,C52H78N16O11,-1,c9,1106.57,1106.65,1,300.383793181,761.8
G276,I307,M30,5,0.165340225005,C52H78N16O11,-1,c9,1107.57,1107.65,1,66.5302506549,103.4
G274,I300,M30,5,71.9891116563,C52H78N16O11,-1,c9,1104.56,1104.65,1,2339.70307803,2363.0
G277,I301,M30,5,0.85313565491,C52H78N16O11,-1,c9,1105.57,1105.65,1,1023.12252752,828.1
G277,I302,M30,5,19.751279678,C52H78N16O11,-1,c9,1105.57,1105.65,1,1023.12252752,828.1
G277,I303,M30,5,0.544066762655,C52H78N16O11,-1,c9,1105.57,1105.65,1,1023.12252752,828.1
G273,I296,M30,5,382.195597765,C52H78N16O11,-1,c9,1102.55,1102.65,1,382.195597765,375.3
G275,I297,M30,5,22.3526207071,C52H78N16O11,-1,c9,1103.56,1103.65,1,2616.11430933,2631.0
G275,I298,M30,5,221.79747373,C52H78N16O11,-1,c9,1103.56,1103.65,1,2616.11430933,2631.0
G274,I299,M30,5,13.3828009153,C52H78N16O11,-1,c9,1104.56,1104.65,1,2339.70307803,2363.0
G16,I599,M60,6,259.100582952,C41H58N9O9S1,0,z7,853.36,853.46,1,259.100582952,263.7
G20,I607,M60,6,6.01530835016,C41H58N9O9S1,0,z7,856.37,856.45,1,6.01530835016,0.0
G21,I606,M60,6,6.61688413882,C41H58N9O9S1,0,z7,856.37,856.45,1,6.61688413882,0.0
G17,I601,M60,6,120.533537609,C41H58N9O9S1,0,z7,854.36,854.45,1,129.070819894,106.5
G17,I600,M60,6,8.52380852341,C41H58N9O9S1,0,z7,854.36,854.45,1,129.070819894,106.5
G18,I603,M60,6,34.8793673472,C41H58N9O9S1,0,z7,855.37,855.45,1,47.852799013,91.61
G18,I602,M60,6,11.7908972227,C41H58N9O9S1,0,z7,855.37,855.45,1,47.852799013,91.61
G33,I612,M60,6,0.0962571613965,C41H58N9O9S1,0,z7,858.37,858.45,1,0.0962571613965,0.0
G18,I604,M60,6,1.17582319643,C41H58N9O9S1,0,z7,855.37,855.45,1,47.852799013,91.61
G34,I610,M60,6,0.906637352766,C41H58N9O9S1,0,z7,857.37,857.45,1,0.906637352766,0.0
G35,I611,M60,6,0.293570701719,C41H58N9O9S1,0,z7,858.37,858.45,1,0.293570701719,0.0
G22,I609,M60,6,1.56905560217,C41H58N9O9S1,0,z7,857.37,857.45,1,1.56905560217,0.0
G23,I608,M60,6,0.200617905055,C41H58N9O9S1,0,z7,857.37,857.45,1,0.200617905055,0.0
G19,I605,M60,6,0.381573336923,C41H58N9O9S1,0,z7,856.37,856.45,1,0.381573336923,0.0
G24,I623,M61,6,8.15941088106e-05,C41H58N9O9S1,1,z7,858.37,858.45,1,8.15941088106e-05,0.0
G25,I622,M61,6,1.04325424489e-05,C41H58N9O9S1,1,z7,858.37,858.45,1,1.04325424489e-05,0.0
G26,I621,M61,6,0.000312808369169,C41H58N9O9S1,1,z7,857.37,857.45,1,0.000312808369169,0.0
G27,I620,M61,6,0.000344091543768,C41H58N9O9S1,1,z7,857.37,857.45,1,0.000344091543768,0.0
G28,I626,M61,6,5.00556977707e-06,C41H58N9O9S1,1,z7,859.37,859.46,1,5.00556977707e-06,0.0
G29,I625,M61,6,1.5266278484e-05,C41H58N9O9S1,1,z7,859.37,859.46,1,1.5266278484e-05,0.0
G30,I624,M61,6,4.71470014898e-05,C41H58N9O9S1,1,z7,858.37,858.45,1,4.71470014898e-05,0.0
G31,I616,M61,6,0.000613150833935,C41H58N9O9S1,1,z7,856.37,856.45,1,0.000613150833935,0.0
G32,I617,M61,6,0.00181379862551,C41H58N9O9S1,1,z7,856.37,856.45,1,0.00181379862551,0.0
G18,I614,M61,6,0.000443255522096,C41H58N9O9S1,1,z7,855.37,855.45,1,47.852799013,91.61
G18,I615,M61,6,0.00626799112113,C41H58N9O9S1,1,z7,855.37,855.45,1,47.852799013,91.61
G17,I613,M61,6,0.0134737616239,C41H58N9O9S1,1,z7,854.36,854.45,1,129.070819894,106.5
G36,I618,M61,6,6.11452173513e-05,C41H58N9O9S1,1,z7,856.37,856.45,1,6.11452173513e-05,0.0
G37,I619,M61,6,1.98425959723e-05,C41H58N9O9S1,1,z7,857.37,857.45,1,1.98425959723e-05,0.0
G60,I199,M20,7,132.052410153,C41H66N14O9,-1,c7,898.46,898.56,1,132.052410153,127.5
G58,I205,M20,7,3.64502833689,C41H66N14O9,-1,c7,901.48,901.56,1,358.472272911,143.18
G58,I204,M20,7,0.19685910117,C41H66N14O9,-1,c7,901.48,901.56,1,358.472272911,143.18
G67,I207,M20,7,0.38770945777,C41H66N14O9,-1,c7,902.48,902.56,1,0.38770945777,0.0
G58,I206,M20,7,0.0983631681377,C41H66N14O9,-1,c7,901.48,901.56,1,358.472272911,143.18
G57,I201,M20,7,60.5076256347,C41H66N14O9,-1,c7,899.47,899.56,1,2501.39534397,2498.0
G57,I200,M20,7,6.75767270215,C41H66N14O9,-1,c7,899.47,899.56,1,2501.39534397,2498.0
G59,I203,M20,7,16.0280904536,C41H66N14O9,-1,c7,900.47,900.56,1,1259.13961717,1350.0
G59,I202,M20,7,3.205372818,C41H66N14O9,-1,c7,900.47,900.56,1,1259.13961717,1350.0
G61,I209,M20,7,0.0337920162402,C41H66N14O9,-1,c7,903.48,903.56,1,10.6673956994,76.22
G68,I208,M20,7,0.189165901615,C41H66N14O9,-1,c7,902.48,902.56,1,0.189165901615,0.0
G61,I218,M21,7,7.14667183314,C41H66N14O9,0,c7,903.48,903.56,1,10.6673956994,76.22
G61,I219,M21,7,3.48690648054,C41H66N14O9,0,c7,903.48,903.56,1,10.6673956994,76.22
G59,I212,M21,7,1115.34071493,C41H66N14O9,0,c7,900.47,900.56,1,1259.13961717,1350.0
G58,I213,M21,7,59.0848305968,C41H66N14O9,0,c7,901.48,901.56,1,358.472272911,143.18
G57,I210,M21,7,2434.13004564,C41H66N14O9,0,c7,899.47,899.56,1,2501.39534397,2498.0
G59,I211,M21,7,124.564588741,C41H66N14O9,0,c7,900.47,900.56,1,1259.13961717,1350.0
G62,I216,M21,7,67.1890273095,C41H66N14O9,0,c7,902.48,902.56,1,67.1890273095,0.0
G63,I217,M21,7,1.81313421445,C41H66N14O9,0,c7,902.48,902.56,1,1.81313421445,0.0
G58,I214,M21,7,295.446758618,C41H66N14O9,0,c7,901.48,901.56,1,358.472272911,143.18
G66,I215,M21,7,3.62871569221,C41H66N14O9,0,c7,902.48,902.56,1,3.62871569221,0.0
G72,I220,M21,7,0.622890274687,C41H66N14O9,0,c7,904.48,904.57,1,0.622890274687,0.0
G69,I229,M22,7,2.49628358977e-06,C41H66N14O9,1,c7,904.48,904.57,1,2.49628358977e-06,0.0
G61,I228,M22,7,6.33315379696e-07,C41H66N14O9,1,c7,903.48,903.56,1,10.6673956994,76.22
G61,I227,M22,7,2.34686676821e-05,C41H66N14O9,1,c7,903.48,903.56,1,10.6673956994,76.22
G61,I226,M22,7,1.26748557173e-06,C41H66N14O9,1,c7,903.48,903.56,1,10.6673956994,76.22
G70,I225,M22,7,0.000103197531999,C41H66N14O9,1,c7,902.48,902.56,1,0.000103197531999,0.0
G71,I224,M22,7,2.06379272011e-05,C41H66N14O9,1,c7,902.48,902.56,1,2.06379272011e-05,0.0
G64,I230,M22,7,1.21795258404e-06,C41H66N14O9,1,c7,904.48,904.57,1,1.21795258404e-06,0.0
G65,I231,M22,7,2.17571312525e-07,C41H66N14O9,1,c7,905.48,905.58,1,2.17571312525e-07,0.0
G59,I221,M22,7,0.000850224976066,C41H66N14O9,1,c7,900.47,900.56,1,1259.13961717,1350.0
G58,I222,M22,7,4.35095588547e-05,C41H66N14O9,1,c7,901.48,901.56,1,358.472272911,143.18
G58,I223,M22,7,0.000389580883057,C41H66N14O9,1,c7,901.48,901.56,1,358.472272911,143.18
G159,I560,M56,8,-7.69738700958e-12,C36H50N7O7S1,1,z6,729.31,729.39,1,-7.69738700958e-12,0.0
G160,I561,M56,8,-6.07090333314e-12,C36H50N7O7S1,1,z6,729.31,729.39,1,-6.07090333314e-12,0.0
G161,I562,M56,8,-4.35577039326e-14,C36H50N7O7S1,1,z6,730.31,730.39,1,-4.35577039326e-14,0.0
G169,I563,M56,8,-1.76588356695e-12,C36H50N7O7S1,1,z6,730.31,730.39,1,-1.76588356695e-12,0.0
G162,I564,M56,8,-8.08265367477e-13,C36H50N7O7S1,1,z6,730.31,730.39,1,-8.08265367477e-13,0.0
G163,I565,M56,8,-9.51627856428e-14,C36H50N7O7S1,1,z6,731.31,731.4,1,-9.51627856428e-14,0.0
G164,I566,M56,8,-2.06088039579e-13,C36H50N7O7S1,1,z6,731.31,731.4,1,-2.06088039579e-13,0.0
G172,I558,M56,8,-2.94338215118e-11,C36H50N7O7S1,1,z6,728.31,728.39,1,-2.94338215118e-11,0.0
G158,I553,M56,8,-3.76150867869e-10,C36H50N7O7S1,1,z6,726.31,726.4,1,271.099742953,186.2
G156,I555,M56,8,-2.17646959477e-12,C36H50N7O7S1,1,z6,727.31,727.39,1,94.3210870012,88.27
G156,I554,M56,8,-1.6128692044e-10,C36H50N7O7S1,1,z6,727.31,727.39,1,94.3210870012,88.27
G176,I557,M56,8,-2.73328576074e-11,C36H50N7O7S1,1,z6,728.31,728.39,1,-2.73328576074e-11,0.0
G177,I556,M56,8,-1.05542392392e-13,C36H50N7O7S1,1,z6,728.31,728.39,1,-1.05542392392e-13,0.0
G171,I559,M56,8,-4.30851122426e-13,C36H50N7O7S1,1,z6,729.31,729.39,1,-4.30851122426e-13,0.0
G168,I545,M55,8,0.714555280642,C36H50N7O7S1,0,z6,728.31,728.39,1,0.714555280642,0.0
G170,I548,M55,8,0.0722393089805,C36H50N7O7S1,0,z6,729.31,729.39,1,0.0722393089805,0.0
G165,I549,M55,8,2.92867155749,C36H50N7O7S1,0,z6,729.31,729.39,1,2.92867155749,0.0
G166,I546,M55,8,12.7659143694,C36H50N7O7S1,0,z6,728.31,728.39,1,12.7659143694,0.0
G167,I547,M55,8,10.0684338723,C36H50N7O7S1,0,z6,728.31,728.39,1,10.0684338723,0.0
G156,I544,M55,8,48.8152206088,C36H50N7O7S1,0,z6,727.31,727.39,1,94.3210870012,88.27
G175,I552,M55,8,0.341791605715,C36H50N7O7S1,0,z6,730.31,730.39,1,0.341791605715,0.0
G156,I542,M55,8,0.17503928826,C36H50N7O7S1,0,z6,727.31,727.39,1,94.3210870012,88.27
G156,I543,M55,8,45.3308271044,C36H50N7O7S1,0,z6,727.31,727.39,1,94.3210870012,88.27
G158,I540,M55,8,267.490125243,C36H50N7O7S1,0,z6,726.31,726.4,1,271.099742953,186.2
G158,I541,M55,8,3.6096177105,C36H50N7O7S1,0,z6,726.31,726.4,1,271.099742953,186.2
G173,I551,M55,8,0.157824982836,C36H50N7O7S1,0,z6,730.31,730.39,1,0.157824982836,0.0
G157,I539,M55,8,623.836343842,C36H50N7O7S1,0,z6,725.3,725.4,1,623.836343842,664.5
G174,I550,M55,8,1.34048690239,C36H50N7O7S1,0,z6,729.31,729.39,1,1.34048690239,0.0
G104,I515,M53,9,4.11686637825e-11,C31H42N5O5S1,1,z5,599.25,599.33,1,4.11686637825e-11,0.0
G105,I514,M53,9,3.1016373098e-09,C31H42N5O5S1,1,z5,599.25,599.33,1,3.1016373098e-09,0.0
G89,I517,M53,9,5.42498903889e-10,C31H42N5O5S1,1,z5,600.33,600.34,1,7.68948245256,369.2
G106,I516,M53,9,1.13172919744e-12,C31H42N5O5S1,1,z5,600.25,600.33,1,1.13172919744e-12,0.0
G92,I513,M53,9,8.47026404597e-09,C31H42N5O5S1,1,z5,598.25,598.34,1,107.406943132,48.47
G90,I519,M53,9,6.9300133903e-12,C31H42N5O5S1,1,z5,601.24,601.25,1,6.9300133903e-12,36.45
G89,I518,M53,9,4.87830701992e-10,C31H42N5O5S1,1,z5,600.33,600.34,1,7.68948245256,369.2
G93,I524,M53,9,1.31805394259e-12,C31H42N5O5S1,1,z5,603.25,603.34,1,1.31805394259e-12,0.0
G96,I525,M53,9,2.21071503161e-12,C31H42N5O5S1,1,z5,603.25,603.34,1,2.21071503161e-12,0.0
G97,I520,M53,9,1.40186984879e-10,C31H42N5O5S1,1,z5,601.25,601.33,1,1.40186984879e-10,0.0
G101,I521,M53,9,8.4812914379e-11,C31H42N5O5S1,1,z5,601.25,601.33,1,8.4812914379e-11,0.0
G98,I522,M53,9,2.81925785274e-11,C31H42N5O5S1,1,z5,602.25,602.34,1,2.81925785274e-11,0.0
G99,I523,M53,9,9.48908982642e-12,C31H42N5O5S1,1,z5,602.25,602.34,1,9.48908982642e-12,0.0
G107,I511,M52,9,0.0450451431098,C31H42N5O5S1,0,z5,602.25,602.34,1,0.0450451431098,0.0
G108,I510,M52,9,0.32429432165,C31H42N5O5S1,0,z5,601.25,601.33,1,0.32429432165,0.0
G109,I512,M52,9,0.0755522757875,C31H42N5O5S1,0,z5,602.25,602.34,1,0.0755522757875,0.0
G89,I508,M52,9,2.89852315015,C31H42N5O5S1,0,z5,600.33,600.34,1,7.68948245256,369.2
G94,I509,M52,9,0.963495266283,C31H42N5O5S1,0,z5,601.25,601.33,1,0.963495266283,0.0
G92,I502,M52,9,1.40695937532,C31H42N5O5S1,0,z5,598.25,598.34,1,107.406943132,48.47
G95,I503,M52,9,0.0386774031115,C31H42N5O5S1,0,z5,599.25,599.33,1,0.0386774031115,0.0
G91,I500,M52,9,289.475448461,C31H42N5O5S1,0,z5,597.24,597.34,1,289.475448461,304.9
G92,I501,M52,9,105.999983748,C31H42N5O5S1,0,z5,598.25,598.34,1,107.406943132,48.47
G100,I506,M52,9,0.236836623162,C31H42N5O5S1,0,z5,600.25,600.33,1,0.236836623162,0.0
G89,I507,M52,9,4.79095930138,C31H42N5O5S1,0,z5,600.33,600.34,1,7.68948245256,369.2
G102,I504,M52,9,18.5401674187,C31H42N5O5S1,0,z5,599.25,599.33,1,18.5401674187,0.0
G103,I505,M52,9,16.6718546748,C31H42N5O5S1,0,z5,599.25,599.33,1,16.6718546748,0.0
G197,I74,M4,10,2.94874782854,C63H98N18O13S1,1,precursor,677.33,677.41,2,2.94874782854,0.0
G195,I76,M4,10,0.336191673202,C63H98N18O13S1,1,precursor,677.83,677.91,2,0.336191673202,0.0
G196,I75,M4,10,0.074765793181,C63H98N18O13S1,1,precursor,677.33,677.41,2,0.074765793181,0.0
G193,I77,M4,10,0.425952051338,C63H98N18O13S1,1,precursor,677.83,677.91,2,0.425952051338,0.0
G188,I65,M4,10,782.417475883,C63H98N18O13S1,1,precursor,674.81,674.91,2,1089.68072865,1203.0
G189,I66,M4,10,607.998942881,C63H98N18O13S1,1,precursor,675.32,675.41,2,754.044408472,536.4
G190,I67,M4,10,280.222771684,C63H98N18O13S1,1,precursor,675.82,675.91,2,340.435716649,510.3
G198,I73,M4,10,3.18892874349,C63H98N18O13S1,1,precursor,677.33,677.41,2,3.18892874349,0.0
G199,I72,M4,10,15.8151060798,C63H98N18O13S1,1,precursor,676.83,676.91,2,15.8151060798,0.0
G200,I71,M4,10,12.6216539138,C63H98N18O13S1,1,precursor,676.83,676.91,2,12.6216539138,0.0
G191,I70,M4,10,57.9679240168,C63H98N18O13S1,1,precursor,676.32,676.41,2,116.172881187,110.1
G190,I68,M4,10,8.76554010487,C63H98N18O13S1,1,precursor,675.82,675.91,2,340.435716649,510.3
G191,I69,M4,10,43.8339266345,C63H98N18O13S1,1,precursor,676.32,676.41,2,116.172881187,110.1
G201,I78,M4,10,0.265678778813,C63H98N18O13S1,1,precursor,677.83,677.91,2,0.265678778813,0.0
G194,I59,M3,10,1.61158276678,C63H98N18O13S1,0,precursor,676.83,676.91,2,1.61158276678,0.0
G202,I64,M3,10,0.134265571881,C63H98N18O13S1,0,precursor,677.33,677.41,2,0.134265571881,0.0
G191,I58,M3,10,7.99244964784,C63H98N18O13S1,0,precursor,676.32,676.41,2,116.172881187,110.1
G203,I60,M3,10,1.49020300116,C63H98N18O13S1,0,precursor,676.83,676.91,2,1.49020300116,0.0
G204,I61,M3,10,0.037784244656,C63H98N18O13S1,0,precursor,676.83,676.91,2,0.037784244656,0.0
G205,I62,M3,10,0.16990053728,C63H98N18O13S1,0,precursor,677.33,677.41,2,0.16990053728,0.0
G206,I63,M3,10,0.215262566406,C63H98N18O13S1,0,precursor,677.33,677.41,2,0.215262566406,0.0
G192,I51,M3,10,395.408810288,C63H98N18O13S1,0,precursor,674.31,674.41,2,395.408810288,368.7
G189,I53,M3,10,141.615641499,C63H98N18O13S1,0,precursor,675.32,675.41,2,754.044408472,536.4
G188,I52,M3,10,307.263252766,C63H98N18O13S1,0,precursor,674.81,674.91,2,1089.68072865,1203.0
G190,I55,M3,10,22.1522669355,C63H98N18O13S1,0,precursor,675.82,675.91,2,340.435716649,510.3
G189,I54,M3,10,4.42982409165,C63H98N18O13S1,0,precursor,675.32,675.41,2,754.044408472,536.4
G191,I57,M3,10,6.37858088779,C63H98N18O13S1,0,precursor,676.32,676.41,2,116.172881187,110.1
G190,I56,M3,10,29.2951379243,C63H98N18O13S1,0,precursor,675.82,675.91,2,340.435716649,510.3
G221,I780,M73,11,300.348981938,C63H96N17O13S1,0,z11,667.31,667.4,2,301.846158518,322.2
G228,I781,M73,11,2.29194708847,C63H96N17O13S1,0,z11,667.81,667.9,2,2.29194708847,0.0
G223,I782,M73,11,103.751081625,C63H96N17O13S1,0,z11,667.81,667.9,2,103.751081625,0.0
G224,I783,M73,11,0.16243146037,C63H96N17O13S1,0,z11,668.31,668.4,2,0.16243146037,0.0
G225,I784,M73,11,29.3926343009,C63H96N17O13S1,0,z11,668.31,668.4,2,29.3926343009,0.0
G226,I785,M73,11,6.38852984315,C63H96N17O13S1,0,z11,668.81,668.9,2,6.38852984315,0.0
G227,I786,M73,11,1.07125971407,C63H96N17O13S1,0,z11,669.31,669.41,2,1.07125971407,0.0
G222,I777,M73,11,823.926640708,C63H96N17O13S1,0,z11,666.31,666.41,2,823.926640708,1091.0
G221,I779,M73,11,1.49717658135,C63H96N17O13S1,0,z11,667.31,667.4,2,301.846158518,322.2
G220,I778,M73,11,637.052384747,C63H96N17O13S1,0,z11,666.81,666.91,2,637.052384745,307.9
G230,I793,M74,11,-2.96926184964e-13,C63H96N17O13S1,1,z11,668.81,668.9,2,-2.96926184964e-13,0.0
G231,I792,M74,11,-1.89657919613e-10,C63H96N17O13S1,1,z11,668.31,668.4,2,-1.89657919613e-10,0.0
G232,I791,M74,11,-4.18970009616e-12,C63H96N17O13S1,1,z11,668.31,668.4,2,-4.18970009616e-12,0.0
G233,I790,M74,11,-5.49040667141e-10,C63H96N17O13S1,1,z11,667.81,667.9,2,-5.49040667141e-10,0.0
G234,I796,M74,11,-1.95827248788e-12,C63H96N17O13S1,1,z11,669.81,669.91,2,-1.95827248788e-12,0.0
G235,I795,M74,11,-1.16782905822e-11,C63H96N17O13S1,1,z11,669.31,669.41,2,-1.16782905822e-11,0.0
G220,I787,M74,11,-1.50614538319e-09,C63H96N17O13S1,1,z11,666.81,666.91,2,637.052384745,307.9
G221,I788,M74,11,-1.16453754585e-09,C63H96N17O13S1,1,z11,667.31,667.4,2,301.846158518,322.2
G229,I789,M74,11,-2.73685239e-12,C63H96N17O13S1,1,z11,667.81,667.9,2,-2.73685239e-12,0.0
G236,I794,M74,11,-5.37300024842e-11,C63H96N17O13S1,1,z11,668.81,668.9,2,-5.37300024842e-11,0.0
G286,I447,M46,12,4.94356515192,C13H24N3O3S1,0,z3,304.11,304.2,1,73.2250569367,74.03
G292,I449,M46,12,12.1270866774,C13H24N3O3S1,0,z3,305.11,305.2,1,12.1270866774,0.0
G286,I448,M46,12,38.144951176,C13H24N3O3S1,0,z3,304.11,304.2,1,73.2250569367,74.03
G295,I454,M46,12,0.108725687265,C13H24N3O3S1,0,z3,307.11,307.2,1,0.108725687265,0.0
G287,I446,M46,12,261.809479824,C13H24N3O3S1,0,z3,303.1,303.2,1,261.809479824,263.0
G298,I450,M46,12,4.48338649232,C13H24N3O3S1,0,z3,305.11,305.2,1,4.48338649232,0.0
G299,I451,M46,12,1.79012280661,C13H24N3O3S1,0,z3,306.11,306.2,1,1.79012280661,0.0
G300,I452,M46,12,0.326107666288,C13H24N3O3S1,0,z3,306.11,306.2,1,0.326107666288,0.0
G301,I453,M46,12,0.0723031522287,C13H24N3O3S1,0,z3,307.11,307.2,1,0.0723031522287,0.0
G288,I461,M47,12,0.0375378192359,C13H24N3O3S1,1,z3,307.11,307.2,1,0.0375378192359,0.0
G289,I460,M47,12,0.20605865262,C13H24N3O3S1,1,z3,307.11,307.2,1,0.20605865262,0.0
G290,I463,M47,12,0.0125152690868,C13H24N3O3S1,1,z3,308.11,308.2,1,0.0125152690868,0.0
G291,I462,M47,12,0.00832271957738,C13H24N3O3S1,1,z3,308.11,308.2,1,0.00832271957738,0.0
G293,I458,M47,12,1.39593279955,C13H24N3O3S1,1,z3,306.11,306.2,1,1.39593279955,0.0
G294,I459,M47,12,0.516076649252,C13H24N3O3S1,1,z3,306.11,306.2,1,0.516076649252,0.0
G286,I455,M47,12,30.1365406087,C13H24N3O3S1,1,z3,304.11,304.2,1,73.2250569367,74.03
G296,I456,M47,12,0.569047202006,C13H24N3O3S1,1,z3,305.11,305.2,1,0.569047202006,0.0
G297,I457,M47,12,4.39081453775,C13H24N3O3S1,1,z3,305.11,305.2,1,4.39081453775,0.0
G181,I379,M37,13,166.911579257,C58H89N17O12,1,c10,1219.65,1219.73,1,300.854637401,700.4
G181,I378,M37,13,1.15981747875,C58H89N17O12,1,c10,1219.65,1219.73,1,300.854637401,700.4
G185,I384,M37,13,7.48539882817,C58H89N17O12,1,c10,1221.65,1221.74,1,7.48539882817,0.0
G186,I385,M37,13,1.51198811975,C58H89N17O12,1,c10,1222.65,1222.75,1,1.51198811975,0.0
G181,I380,M37,13,6.00845604928,C58H89N17O12,1,c10,1219.65,1219.73,1,300.854637401,700.4
G180,I381,M37,13,9.88325496089,C58H89N17O12,1,c10,1220.65,1220.74,1,16.3915781605,285.3
G178,I381,M37,13,4.51079890531e-06,C58H89N17O12,1,c10,1220.65,1220.74,1,57.5489401786,152.1
G178,I382,M37,13,37.537407729,C58H89N17O12,1,c10,1220.65,1220.74,1,57.5489401786,152.1
G187,I383,M37,13,2.4344684298,C58H89N17O12,1,c10,1221.65,1221.74,1,2.4344684298,0.0
G179,I375,M37,13,638.271083722,C58H89N17O12,1,c10,1217.64,1217.73,1,1849.02440989,1731.0
G183,I377,M37,13,413.2254135,C58H89N17O12,1,c10,1218.65,1218.73,1,918.274067906,922.7
G183,I376,M37,13,39.6622069866,C58H89N17O12,1,c10,1218.65,1218.73,1,918.274067906,922.7
G180,I372,M36,13,6.50832319966,C58H89N17O12,0,c10,1220.65,1220.74,1,16.3915781605,285.3
G178,I372,M36,13,3.8455124719e-06,C58H89N17O12,0,c10,1220.65,1220.74,1,57.5489401786,152.1
G181,I370,M36,13,26.4219835947,C58H89N17O12,0,c10,1219.65,1219.73,1,300.854637401,700.4
G184,I374,M36,13,4.04216092977,C58H89N17O12,0,c10,1221.65,1221.74,1,4.04216092977,0.0
G181,I371,M36,13,100.352801021,C58H89N17O12,0,c10,1219.65,1219.73,1,300.854637401,700.4
G183,I368,M36,13,446.222728597,C58H89N17O12,0,c10,1218.65,1218.73,1,918.274067906,922.7
G183,I369,M36,13,16.0630536533,C58H89N17O12,0,c10,1218.65,1218.73,1,918.274067906,922.7
G179,I366,M36,13,1104.7200701,C58H89N17O12,0,c10,1217.64,1217.73,1,1849.02440989,1731.0
G183,I367,M36,13,3.10066516863,C58H89N17O12,0,c10,1218.65,1218.73,1,918.274067906,922.7
G178,I373,M36,13,20.0115240933,C58H89N17O12,0,c10,1220.65,1220.74,1,57.5489401786,152.1
G179,I365,M36,13,106.033256066,C58H89N17O12,0,c10,1217.64,1217.73,1,1849.02440989,1731.0
G182,I364,M36,13,1706.35893466,C58H89N17O12,0,c10,1216.64,1216.74,1,1706.35893466,1767.0
G309,I184,M17,14,0.0700296850198,C32H57N13O8,1,c6,757.41,757.5,1,0.0700296850198,0.0
G310,I182,M17,14,0.323011781968,C32H57N13O8,1,c6,756.41,756.49,1,0.323011781968,0.0
G303,I179,M17,14,4.5312423243,C32H57N13O8,1,c6,755.41,755.49,1,29.9289443633,51.37
