G_tag,I_tag,M_tag,cluster_id,estimate,formula,g,molType,mz_L,mz_R,q,tot_estimate_tmp,tot_intensity_tmp
G311,I180,M17,14,0.0172192728749,C32H57N13O8,1,c6,756.41,756.49,1,0.0172192728749,0.0
G303,I178,M17,14,0.0493413356977,C32H57N13O8,1,c6,755.41,755.49,1,29.9289443633,51.37
G302,I177,M17,14,16.9794106494,C32H57N13O8,1,c6,754.4,754.49,1,167.75098637,96.68
G302,I176,M17,14,2.24976349617,C32H57N13O8,1,c6,754.4,754.49,1,167.75098637,96.68
G305,I175,M17,14,47.344630097,C32H57N13O8,1,c6,753.4,753.49,1,670.835434689,697.8
G312,I181,M17,14,0.441541569032,C32H57N13O8,1,c6,756.41,756.49,1,0.441541569032,0.0
G308,I183,M17,14,0.0273899929196,C32H57N13O8,1,c6,757.41,757.5,1,0.0273899929196,0.0
G305,I167,M16,14,550.543997738,C32H57N13O8,0,c6,753.4,753.49,1,670.835434689,697.8
G302,I168,M16,14,1.59985389185,C32H57N13O8,0,c6,754.4,754.49,1,167.75098637,96.68
G302,I169,M16,14,146.921958333,C32H57N13O8,0,c6,754.4,754.49,1,167.75098637,96.68
G304,I165,M16,14,1535.11228766,C32H57N13O8,0,c6,752.4,752.5,1,1535.11228766,1536.0
G305,I166,M16,14,72.9468068548,C32H57N13O8,0,c6,753.4,753.49,1,670.835434689,697.8
G306,I174,M16,14,2.27065730061,C32H57N13O8,0,c6,756.41,756.49,1,2.27065730061,0.0
G307,I173,M16,14,0.888098916467,C32H57N13O8,0,c6,756.41,756.49,1,0.888098916467,0.0
G303,I172,M16,14,10.4734022537,C32H57N13O8,0,c6,755.41,755.49,1,29.9289443633,51.37
G303,I171,M16,14,14.3166371085,C32H57N13O8,0,c6,755.41,755.49,1,29.9289443633,51.37
G303,I170,M16,14,0.558321341208,C32H57N13O8,0,c6,755.41,755.49,1,29.9289443633,51.37
G40,I429,M43,15,0.153125145782,C11H21N2O2S1,0,z2,250.09,250.18,1,0.153125145782,0.0
G41,I428,M43,15,0.369909100047,C11H21N2O2S1,0,z2,249.09,249.18,1,0.369909100047,0.0
G38,I423,M43,15,7.96243759017,C11H21N2O2S1,0,z2,247.09,247.18,1,175.815742495,177.9
G39,I422,M43,15,522.915643838,C11H21N2O2S1,0,z2,246.08,246.18,1,522.915643838,525.1
G44,I425,M43,15,23.867225312,C11H21N2O2S1,0,z2,248.09,248.18,1,23.867225312,0.0
G38,I424,M43,15,64.4006424945,C11H21N2O2S1,0,z2,247.09,247.18,1,175.815742495,177.9
G48,I427,M43,15,2.97929576954,C11H21N2O2S1,0,z2,249.09,249.18,1,2.97929576954,0.0
G45,I426,M43,15,6.22028630338,C11H21N2O2S1,0,z2,248.09,248.18,1,6.22028630338,0.0
G43,I436,M44,15,0.0731821311919,C11H21N2O2S1,1,z2,250.09,250.18,1,0.0731821311919,0.0
G50,I437,M44,15,0.0302939952166,C11H21N2O2S1,1,z2,251.08,251.18,1,0.0302939952166,0.0
G51,I434,M44,15,1.23060992078,C11H21N2O2S1,1,z2,249.09,249.18,1,1.23060992078,0.0
G42,I435,M44,15,0.589418356667,C11H21N2O2S1,1,z2,250.09,250.18,1,0.589418356667,0.0
G46,I432,M44,15,12.7409038255,C11H21N2O2S1,1,z2,248.09,248.18,1,12.7409038255,0.0
G47,I433,M44,15,4.72184764783,C11H21N2O2S1,1,z2,249.09,249.18,1,4.72184764783,0.0
G38,I430,M44,15,103.45266241,C11H21N2O2S1,1,z2,247.09,247.18,1,175.815742495,177.9
G49,I431,M44,15,1.57527390447,C11H21N2O2S1,1,z2,248.09,248.18,1,1.57527390447,0.0
G261,I148,M14,16,-4.78677771378e-11,C27H49N11O6,1,c5,626.35,626.43,1,68.0452651976,147.8
G269,I149,M14,16,-1.16317892431e-13,C27H49N11O6,1,c5,627.35,627.43,1,-1.16317892431e-13,0.0
G263,I146,M14,16,-1.58284454426e-10,C27H49N11O6,1,c5,625.34,625.43,1,336.75537464,238.9
G261,I147,M14,16,-6.3643453015e-12,C27H49N11O6,1,c5,626.35,626.43,1,68.0452651976,147.8
G264,I154,M14,16,-1.20823185168e-13,C27H49N11O6,1,c5,629.35,629.45,1,-1.20823185168e-13,0.0
G265,I151,M14,16,-2.64285032433e-13,C27H49N11O6,1,c5,627.35,627.43,1,-2.64285032433e-13,0.0
G266,I150,M14,16,-1.05776161015e-11,C27H49N11O6,1,c5,627.35,627.43,1,-1.05776161015e-11,0.0
G267,I153,M14,16,-6.37986652011e-13,C27H49N11O6,1,c5,628.35,628.44,1,-6.37986652011e-13,0.0
G268,I152,M14,16,-9.19272046681e-13,C27H49N11O6,1,c5,628.35,628.44,1,-9.19272046681e-13,0.0
G261,I142,M13,16,1.64108283257,C27H49N11O6,0,c5,626.35,626.43,1,68.0452651976,147.8
G270,I143,M13,16,5.70823690006,C27H49N11O6,0,c5,627.35,627.43,1,5.70823690006,0.0
G261,I140,M13,16,0.722278120074,C27H49N11O6,0,c5,626.35,626.43,1,68.0452651976,147.8
G261,I141,M13,16,65.681904245,C27H49N11O6,0,c5,626.35,626.43,1,68.0452651976,147.8
G271,I144,M13,16,3.96159000146,C27H49N11O6,0,c5,627.35,627.43,1,3.96159000146,0.0
G272,I145,M13,16,0.750253819256,C27H49N11O6,0,c5,628.35,628.44,1,0.750253819256,0.0
G262,I137,M13,16,982.870268622,C27H49N11O6,0,c5,624.34,624.44,1,982.870268622,1014.0
G263,I139,M13,16,297.235853922,C27H49N11O6,0,c5,625.34,625.43,1,336.75537464,238.9
G263,I138,M13,16,39.5195207179,C27H49N11O6,0,c5,625.34,625.43,1,336.75537464,238.9
G208,I121,M11,17,62.7462178847,C22H41N9O4,1,c4,497.28,497.38,1,215.310374378,220.5
G212,I122,M11,17,17.5121967575,C22H41N9O4,1,c4,498.29,498.37,1,17.5121967575,0.0
G213,I123,M11,17,0.0301811389971,C22H41N9O4,1,c4,499.29,499.37,1,0.0301811389971,0.0
G214,I124,M11,17,2.7352608138,C22H41N9O4,1,c4,499.29,499.37,1,2.7352608138,0.0
G215,I125,M11,17,0.0944268034512,C22H41N9O4,1,c4,499.29,499.37,1,0.0944268034512,0.0
G216,I126,M11,17,0.0736909763356,C22H41N9O4,1,c4,500.29,500.38,1,0.0736909763356,0.0
G217,I127,M11,17,0.249165633071,C22H41N9O4,1,c4,500.29,500.38,1,0.249165633071,0.0
G211,I120,M10,17,2.17070109267,C22H41N9O4,0,c4,499.29,499.37,1,2.17070109267,0.0
G210,I119,M10,17,0.6419869421,C22H41N9O4,0,c4,499.29,499.37,1,0.6419869421,0.0
G209,I118,M10,17,0.822634979401,C22H41N9O4,0,c4,498.29,498.37,1,0.822634979401,0.0
G208,I115,M10,17,152.564156493,C22H41N9O4,0,c4,497.28,497.38,1,215.310374378,220.5
G207,I114,M10,17,546.637519968,C22H41N9O4,0,c4,496.28,496.38,1,546.637519968,547.8
G218,I117,M10,17,23.8292639481,C22H41N9O4,0,c4,498.29,498.37,1,23.8292639481,0.0
G219,I116,M10,17,0.262934460871,C22H41N9O4,0,c4,498.29,498.37,1,0.262934460871,0.0
G56,I106,M8,18,-4.21470994251e-242,C11H22N6O2,1,c2,275.14,275.24,1,-4.21470994251e-242,0.0
G53,I104,M8,18,-5.76087706011e-241,C11H22N6O2,1,c2,274.14,274.23,1,6.676130553,65.08
G53,I105,M8,18,-5.84888690797e-241,C11H22N6O2,1,c2,274.14,274.23,1,6.676130553,65.08
G52,I102,M8,18,-1.2186592904e-239,C11H22N6O2,1,c2,273.14,273.23,1,183.899487745,97.13
G52,I103,M8,18,-2.17484355041e-241,C11H22N6O2,1,c2,273.14,273.23,1,183.899487745,97.13
G54,I101,M8,18,-8.54249647436e-239,C11H22N6O2,1,c2,272.14,272.23,1,1964.81466816,1032.0
G55,I95,M7,18,13531.3752285,C11H22N6O2,0,c2,271.13,271.23,1,13531.3752285,13700.0
G54,I97,M7,18,34.4496766627,C11H22N6O2,0,c2,272.14,272.23,1,1964.81466816,1032.0
G54,I96,M7,18,1930.36499149,C11H22N6O2,0,c2,272.14,272.23,1,1964.81466816,1032.0
G52,I99,M7,18,92.6467849996,C11H22N6O2,0,c2,273.14,273.23,1,183.899487745,97.13
G52,I98,M7,18,91.2527027455,C11H22N6O2,0,c2,273.14,273.23,1,183.899487745,97.13
G53,I100,M7,18,6.676130553,C11H22N6O2,0,c2,274.14,274.23,1,6.676130553,65.08
G315,I407,M40,19,0.42616913956,C5H10N1O1S1,0,z1,135.01,135.09,1,0.42616913956,0.0
G316,I406,M40,19,7.66769459419,C5H10N1O1S1,0,z1,135.01,135.09,1,7.66769459419,0.0
G317,I405,M40,19,11.5856470412,C5H10N1O1S1,0,z1,134.0,134.1,1,11.5856470412,0.0
G313,I404,M40,19,171.285449513,C5H10N1O1S1,0,z1,133.0,133.1,1,171.285449513,172.7
G318,I409,M40,19,0.418108251909,C5H10N1O1S1,0,z1,136.0,136.1,1,0.418108251909,0.0
G314,I408,M40,19,0.203717495372,C5H10N1O1S1,0,z1,,,1,0.203717495372,87.45
